,Downtimeccategory,Date,Downtime Duration,Planned Operating Time (min)
6135,Fires,2022-09-15 0:00,44,600
6136,Mag 1 Jam,2022-09-15 0:00,34,600
6137,Mag 2 Jam,2022-09-15 0:00,3,600
6138,Mag 2 Belt,2022-09-15 0:00,12,600
6139,Actual Tonnage Produced during shift (tons),2022-09-15 0:00,286.96,600
6140,/Planned Operating Time (min),2022-09-16 0:00,600,600
6141,Coffee Break #1 ,2022-09-16 0:00,15,600
6142,Coffee Break #2 ,2022-09-16 0:00,15,600
6143,Lunch Break ,2022-09-16 0:00,30,600
6144,5S / Routine Cleaning,2022-09-16 0:00,30,600
6145,Safety Training,2022-09-16 0:00,20,600
6146,Startup,2022-09-16 0:00,23,600
6147,Hammer Flip,2022-09-16 0:00,120,600
6148,Mag 1 Jam,2022-09-16 0:00,44,600
6149,Mag 2 Jam,2022-09-16 0:00,1,600
6150,Primary Pullcord,2022-09-16 0:00,2,600
6151,West Conveyor,2022-09-16 0:00,13,600
6152,Actual Tonnage Produced during shift (tons),2022-09-16 0:00,240.5,600
6153,/Planned Operating Time (min),2022-09-17 0:00,600,600
6154,Coffee Break #1 ,2022-09-17 0:00,15,600
6155,Coffee Break #2 ,2022-09-17 0:00,15,600
6156,Lunch Break ,2022-09-17 0:00,30,600
6157,5S / Routine Cleaning,2022-09-17 0:00,30,600
6158,Safety Training,2022-09-17 0:00,25,600
6159,Startup,2022-09-17 0:00,20,600
6160,Z Box Jam,2022-09-17 0:00,5,600
6161,Mag 1 Jam,2022-09-17 0:00,24,600
6162,Mag 1 Electric,2022-09-17 0:00,5,600
6163,Mag 2 Electric,2022-09-17 0:00,2,600
6164,Mag 3 Jam,2022-09-17 0:00,31,600
6165,Actual Tonnage Produced during shift (tons),2022-09-17 0:00,360,600
6166,/Planned Operating Time (min),2022-09-18 0:00,600,600
6167,Coffee Break #1 ,2022-09-18 0:00,15,600
6168,Coffee Break #2 ,2022-09-18 0:00,15,600
6169,Lunch Break ,2022-09-18 0:00,30,600
6170,5S / Routine Cleaning,2022-09-18 0:00,30,600
6171,Safety Training,2022-09-18 0:00,20,600
6172,Startup,2022-09-18 0:00,15,600
6173,Fires,2022-09-18 0:00,2,600
6174,DC Cooldown,2022-09-18 0:00,5,600
6175,Mag 2 Jam,2022-09-18 0:00,3,600
6176,Dirt 1 Jam,2022-09-18 0:00,21,600
6177,NFC 1 Jam,2022-09-18 0:00,5,600
6178,Actual Tonnage Produced during shift (tons),2022-09-18 0:00,366,600
6179,/Planned Operating Time (min),2022-09-21 0:00,600,600
6180,Coffee Break #1 ,2022-09-21 0:00,15,600
6181,Coffee Break #2 ,2022-09-21 0:00,15,600
6182,Lunch Break ,2022-09-21 0:00,30,600
6183,5S / Routine Cleaning,2022-09-21 0:00,30,600
6184,Safety Training,2022-09-21 0:00,20,600
6185,Startup,2022-09-21 0:00,20,600
6186,Infeed Pads,2022-09-21 0:00,18,600
6187,Feed roll Belt,2022-09-21 0:00,25,600
6188,Mag 2 Jam,2022-09-21 0:00,47,600
6189,Mag 3 Jam,2022-09-21 0:00,4,600
6190,Dirt 1 Jam,2022-09-21 0:00,1,600
6191,NFC 1 Jam,2022-09-21 0:00,9,600
6192,NFC 2 Jam,2022-09-21 0:00,20,600
6193,Actual Tonnage Produced during shift (tons),2022-09-21 0:00,257.5,600
6194,/Planned Operating Time (min),2022-09-22 0:00,600,600
6195,Coffee Break #1 ,2022-09-22 0:00,15,600
6196,Coffee Break #2 ,2022-09-22 0:00,15,600
6197,Lunch Break ,2022-09-22 0:00,30,600
6198,5S / Routine Cleaning,2022-09-22 0:00,30,600
6199,Safety Training,2022-09-22 0:00,20,600
6200,Startup,2022-09-22 0:00,20,600
6201,Mag 2 Jam,2022-09-22 0:00,24,600
6202,Mag 3 Jam,2022-09-22 0:00,13,600
6203,Primary Head,2022-09-22 0:00,3,600
6204,Primary Tail,2022-09-22 0:00,36,600
6205,Stacker Belt Jam,2022-09-22 0:00,5,600
6206,Actual Tonnage Produced during shift (tons),2022-09-22 0:00,294.69,600
6207,/Planned Operating Time (min),2022-09-23 0:00,600,600
6208,Coffee Break #1 ,2022-09-23 0:00,15,600
6209,Coffee Break #2 ,2022-09-23 0:00,15,600
6210,Lunch Break ,2022-09-23 0:00,30,600
6211,Safety Training,2022-09-23 0:00,20,600
6212,Startup,2022-09-23 0:00,20,600
6213,Fires,2022-09-23 0:00,3,600
6214,Short Staff,2022-09-23 0:00,20,600
6215,Feed roll Jam,2022-09-23 0:00,65,600
6216,Shaker Jam,2022-09-23 0:00,16,600
6217,Mag 1 Jam,2022-09-23 0:00,30,600
6218,Mag 2 Jam,2022-09-23 0:00,15,600
6219,Mag 3 Jam,2022-09-23 0:00,10,600
6220,Dirt 1 Jam,2022-09-23 0:00,34,600
6221,Primary Tail,2022-09-23 0:00,10,600
6222,Stacker Belt Jam,2022-09-23 0:00,3,600
6223,Actual Tonnage Produced during shift (tons),2022-09-23 0:00,258.28,600
6224,/Planned Operating Time (min),2022-09-24 0:00,720,720
6225,Coffee Break #1 ,2022-09-24 0:00,15,720
6226,Coffee Break #2 ,2022-09-24 0:00,15,720
6227,Lunch Break ,2022-09-24 0:00,45,720
6228,Safety Training,2022-09-24 0:00,30,720
6229,Un-Controlled Power Failure *1,2022-09-24 0:00,190,720
6230,Routine Hammer Change,2022-09-24 0:00,185,720
6231,Machine Misc,2022-09-24 0:00,6,720
6232,Mag 2 Jam,2022-09-24 0:00,5,720
6233,Mag 3 Jam,2022-09-24 0:00,10,720
6234,Actual Tonnage Produced during shift (tons),2022-09-24 0:00,224.46,720
6235,/Planned Operating Time (min),2022-09-25 0:00,600,600
6236,Coffee Break #1 ,2022-09-25 0:00,15,600
6237,Coffee Break #2 ,2022-09-25 0:00,15,600
6238,Lunch Break ,2022-09-25 0:00,30,600
6239,5S / Routine Cleaning,2022-09-25 0:00,15,600
6240,Safety Training,2022-09-25 0:00,15,600
6241,Startup,2022-09-25 0:00,15,600
6242,Feed roll Jam,2022-09-25 0:00,35,600
6243,Shaker Jam,2022-09-25 0:00,25,600
6244,Mag 1 Jam,2022-09-25 0:00,5,600
6245,Mag 2 Jam,2022-09-25 0:00,5,600
6246,Mag 3 Jam,2022-09-25 0:00,15,600
6247,Dirt 1 Jam,2022-09-25 0:00,20,600
6248,NFC 1 Jam,2022-09-25 0:00,5,600
6249,Actual Tonnage Produced during shift (tons),2022-09-25 0:00,303,600
6250,/Planned Operating Time (min),2022-09-26 0:00,480,480
6251,Coffee Break #1 ,2022-09-26 0:00,15,480
6252,Lunch Break ,2022-09-26 0:00,30,480
6253,Startup,2022-09-26 0:00,45,480
6254,Mag 2 Jam,2022-09-26 0:00,15,480
6255,Mag 3 Jam,2022-09-26 0:00,40,480
6256,Primary Head,2022-09-26 0:00,90,480
6257,Primary Pullcord,2022-09-26 0:00,5,480
6258,Actual Tonnage Produced during shift (tons),2022-09-26 0:00,213.88,480
6259,/Planned Operating Time (min),2022-09-28 0:00,720,720
6260,Coffee Break #1 ,2022-09-28 0:00,15,720
6261,Coffee Break #2 ,2022-09-28 0:00,15,720
6262,Lunch Break ,2022-09-28 0:00,45,720
6263,Safety Training,2022-09-28 0:00,45,720
6264,Startup,2022-09-28 0:00,30,720
6265,Un-Shreddables,2022-09-28 0:00,15,720
6266,Mag 1 Jam,2022-09-28 0:00,15,720
6267,Mag 2 Jam,2022-09-28 0:00,25,720
6268,Mag 3 Jam,2022-09-28 0:00,20,720
6269,NFC 1 Jam,2022-09-28 0:00,5,720
6270,Stacker Belt Jam,2022-09-28 0:00,25,720
6271,Actual Tonnage Produced during shift (tons),2022-09-28 0:00,442.46,720
6272,/Planned Operating Time (min),2022-09-29 0:00,720,720
6273,Coffee Break #1 ,2022-09-29 0:00,15,720
6274,Coffee Break #2 ,2022-09-29 0:00,15,720
6275,Lunch Break ,2022-09-29 0:00,45,720
6276,Safety Training,2022-09-29 0:00,20,720
6277,Startup,2022-09-29 0:00,20,720
6278,Un-Shreddables,2022-09-29 0:00,10,720
6279,Mag 1 Jam,2022-09-29 0:00,35,720
6280,Mag 1 Electric,2022-09-29 0:00,5,720
6281,Mag 2 Jam,2022-09-29 0:00,50,720
6282,Mag 2 Electric,2022-09-29 0:00,35,720
6283,Mag 3 Jam,2022-09-29 0:00,30,720
6284,Actual Tonnage Produced during shift (tons),2022-09-29 0:00,331.72,720
6285,/Planned Operating Time (min),2022-09-30 0:00,720,720
6286,Coffee Break #1 ,2022-09-30 0:00,15,720
6287,Coffee Break #2 ,2022-09-30 0:00,15,720
6288,Lunch Break ,2022-09-30 0:00,45,720
6289,Safety Training,2022-09-30 0:00,30,720
6290,Hammer Flip,2022-09-30 0:00,150,720
6291,Explosion,2022-09-30 0:00,8,720
6292,Other 4 (add columns if needed),2022-09-30 0:00,20,720
6293,Mag 2 Jam,2022-09-30 0:00,35,720
6294,Mag 2 Electric,2022-09-30 0:00,10,720
6295,Mag 3 Jam,2022-09-30 0:00,20,720
6296,Actual Tonnage Produced during shift (tons),2022-09-30 0:00,254.94,720
6297,/Planned Operating Time (min),2022-10-01 0:00,600,600
6298,Coffee Break #1 ,2022-10-01 0:00,15,600
6299,Coffee Break #2 ,2022-10-01 0:00,15,600
6300,Lunch Break ,2022-10-01 0:00,30,600
6301,5S / Routine Cleaning,2022-10-01 0:00,30,600
6302,Safety Training,2022-10-01 0:00,20,600
6303,Startup,2022-10-01 0:00,23,600
6304,Explosion,2022-10-01 0:00,6,600
6305,Mag 2 Jam,2022-10-01 0:00,15,600
6306,Mag 2 Electric,2022-10-01 0:00,25,600
6307,Mag 3 Jam,2022-10-01 0:00,5,600
6308,Dirt 3 Jam,2022-10-01 0:00,22,600
6309,Primary Head,2022-10-01 0:00,18,600
6310,NFC 1 Jam,2022-10-01 0:00,13,600
6311,Stacker Belt Jam,2022-10-01 0:00,5,600
6312,Actual Tonnage Produced during shift (tons),2022-10-01 0:00,316.9,600
6313,/Planned Operating Time (min),2022-10-02 0:00,600,600
6314,Coffee Break #1 ,2022-10-02 0:00,15,600
6315,Coffee Break #2 ,2022-10-02 0:00,15,600
6316,Lunch Break ,2022-10-02 0:00,30,600
6317,Safety Training,2022-10-02 0:00,20,600
6318,Startup,2022-10-02 0:00,25,600
6319,Mag 2 Electric,2022-10-02 0:00,338,600
6320,Actual Tonnage Produced during shift (tons),2022-10-02 0:00,97.32,600
6321,/Planned Operating Time (min),2022-10-05 0:00,600,600
6322,Coffee Break #1 ,2022-10-05 0:00,15,600
6323,Coffee Break #2 ,2022-10-05 0:00,15,600
6324,Lunch Break ,2022-10-05 0:00,30,600
6325,5S / Routine Cleaning,2022-10-05 0:00,30,600
6326,Safety Training,2022-10-05 0:00,25,600
6327,Startup,2022-10-05 0:00,15,600
6328,Explosion,2022-10-05 0:00,3,600
6329,Infeed Jam,2022-10-05 0:00,2,600
6330,Feed roll Tripped,2022-10-05 0:00,5,600
6331,DC Cooldown,2022-10-05 0:00,20,600
6332,Cyclone 2,2022-10-05 0:00,8,600
6333,Mag 2 Jam,2022-10-05 0:00,12,600
6334,Mag 2 Electric,2022-10-05 0:00,40,600
6335,Mag 3 Jam,2022-10-05 0:00,10,600
6336,Actual Tonnage Produced during shift (tons),2022-10-05 0:00,294,600
6337,/Planned Operating Time (min),2022-10-06 0:00,600,600
6338,Coffee Break #1 ,2022-10-06 0:00,15,600
6339,Coffee Break #2 ,2022-10-06 0:00,15,600
6340,Lunch Break ,2022-10-06 0:00,30,600
6341,5S / Routine Cleaning,2022-10-06 0:00,30,600
6342,Safety Training,2022-10-06 0:00,15,600
6343,Startup,2022-10-06 0:00,25,600
6344,Un-Shreddables,2022-10-06 0:00,2,600
6345,Infeed Jam,2022-10-06 0:00,10,600
6346,DC Cooldown,2022-10-06 0:00,42,600
6347,Shaker Jam,2022-10-06 0:00,8,600
6348,Mag 1 Electric,2022-10-06 0:00,3,600
6349,Mag 2 Jam,2022-10-06 0:00,30,600
6350,Mag 2 Electric,2022-10-06 0:00,22,600
6351,Mag 3 Jam,2022-10-06 0:00,10,600
6352,Dirt 1 Jam,2022-10-06 0:00,2,600
6353,Actual Tonnage Produced during shift (tons),2022-10-06 0:00,300.46,600
6354,/Planned Operating Time (min),2022-10-07 0:00,600,600
6355,Coffee Break #1 ,2022-10-07 0:00,15,600
6356,Coffee Break #2 ,2022-10-07 0:00,15,600
6357,Lunch Break ,2022-10-07 0:00,30,600
6358,5S / Routine Cleaning,2022-10-07 0:00,27,600
6359,Safety Training,2022-10-07 0:00,15,600
6360,Startup,2022-10-07 0:00,20,600
6361,DC Cooldown,2022-10-07 0:00,12,600
6362,Shaker Jam,2022-10-07 0:00,5,600
6363,Mag 1 Jam,2022-10-07 0:00,5,600
6364,Mag 2 Jam,2022-10-07 0:00,10,600
6365,Mag 2 Electric,2022-10-07 0:00,40,600
6366,Mag 3 Jam,2022-10-07 0:00,15,600
6367,Actual Tonnage Produced during shift (tons),2022-10-07 0:00,325.54,600
6368,/Planned Operating Time (min),2022-10-08 0:00,600,600
6369,Coffee Break #1 ,2022-10-08 0:00,15,600
6370,Coffee Break #2 ,2022-10-08 0:00,15,600
6371,Lunch Break ,2022-10-08 0:00,30,600
6372,5S / Routine Cleaning,2022-10-08 0:00,30,600
6373,Safety Training,2022-10-08 0:00,15,600
6374,Startup,2022-10-08 0:00,20,600
6375,Shaker Jam,2022-10-08 0:00,7,600
6376,Mag 1 Jam,2022-10-08 0:00,8,600
6377,Mag 2 Jam,2022-10-08 0:00,40,600
6378,Mag 2 Electric,2022-10-08 0:00,30,600
6379,Mag 3 Jam,2022-10-08 0:00,5,600
6380,Dirt 1 Jam,2022-10-08 0:00,10,600
6381,NFC 1 Jam,2022-10-08 0:00,15,600
6382,Actual Tonnage Produced during shift (tons),2022-10-08 0:00,200.4,600
6383,/Planned Operating Time (min),2022-10-09 0:00,300,300
6384,Coffee Break #1 ,2022-10-09 0:00,15,300
6385,Lunch Break ,2022-10-09 0:00,30,300
6386,Safety Training,2022-10-09 0:00,30,300
6387,Startup,2022-10-09 0:00,30,300
6388,Fires,2022-10-09 0:00,2,300
6389,Shaker Jam,2022-10-09 0:00,55,300
6390,Mag 2 Jam,2022-10-09 0:00,10,300
6391,Mag 2 Electric,2022-10-09 0:00,10,300
6392,Mag 3 Jam,2022-10-09 0:00,8,300
6393,Actual Tonnage Produced during shift (tons),2022-10-09 0:00,96.3,300
6394,/Planned Operating Time (min),2022-10-12 0:00,600,600
6395,Coffee Break #1 ,2022-10-12 0:00,15,600
6396,Coffee Break #2 ,2022-10-12 0:00,15,600
6397,Lunch Break ,2022-10-12 0:00,30,600
6398,5S / Routine Cleaning,2022-10-12 0:00,30,600
6399,Safety Training,2022-10-12 0:00,30,600
6400,Startup,2022-10-12 0:00,30,600
6401,Routine Hammer Change,2022-10-12 0:00,120,600
6402,Infeed Jam,2022-10-12 0:00,25,600
6403,Mag 1 Jam,2022-10-12 0:00,3,600
6404,Mag 2 Jam,2022-10-12 0:00,5,600
6405,Mag 2 Electric,2022-10-12 0:00,5,600
6406,Electrical Misc,2022-10-12 0:00,55,600
6407,Actual Tonnage Produced during shift (tons),2022-10-12 0:00,123.14,600
6408,/Planned Operating Time (min),2022-10-13 0:00,600,600
6409,Coffee Break #1 ,2022-10-13 0:00,15,600
6410,Coffee Break #2 ,2022-10-13 0:00,15,600
6411,Lunch Break ,2022-10-13 0:00,30,600
6412,5S / Routine Cleaning,2022-10-13 0:00,30,600
6413,Safety Training,2022-10-13 0:00,15,600
6414,Startup,2022-10-13 0:00,15,600
6415,Feed roll Tripped,2022-10-13 0:00,56,600
6416,Mag 2 Electric,2022-10-13 0:00,15,600
6417,Mag 3 Jam,2022-10-13 0:00,20,600
6418,Mag 3 Electric,2022-10-13 0:00,5,600
6419,Primary Pullcord,2022-10-13 0:00,5,600
6420,Actual Tonnage Produced during shift (tons),2022-10-13 0:00,286.39,600
6421,/Planned Operating Time (min),2022-10-14 0:00,600,600
6422,Coffee Break #1 ,2022-10-14 0:00,15,600
6423,Coffee Break #2 ,2022-10-14 0:00,15,600
6424,Lunch Break ,2022-10-14 0:00,30,600
6425,5S / Routine Cleaning,2022-10-14 0:00,30,600
6426,Safety Training,2022-10-14 0:00,25,600
6427,Startup,2022-10-14 0:00,10,600
6428,Feed roll Tripped,2022-10-14 0:00,5,600
6429,DC Cooldown,2022-10-14 0:00,21,600
6430,Mag 1 Jam,2022-10-14 0:00,5,600
6431,Mag 2 Jam,2022-10-14 0:00,20,600
6432,Mag 2 Electric,2022-10-14 0:00,15,600
6433,Mag 3 Jam,2022-10-14 0:00,11,600
6434,NFC 2 Jam,2022-10-14 0:00,2,600
6435,Actual Tonnage Produced during shift (tons),2022-10-14 0:00,347.48,600
6436,/Planned Operating Time (min),2022-10-15 0:00,600,600
6437,Coffee Break #1 ,2022-10-15 0:00,15,600
6438,Coffee Break #2 ,2022-10-15 0:00,15,600
6439,Lunch Break ,2022-10-15 0:00,30,600
6440,5S / Routine Cleaning,2022-10-15 0:00,30,600
6441,Safety Training,2022-10-15 0:00,15,600
6442,Startup,2022-10-15 0:00,30,600
6443,Cyclone 2,2022-10-15 0:00,55,600
6444,Mag 1 Electric,2022-10-15 0:00,6,600
6445,Mag 2 Jam,2022-10-15 0:00,10,600
6446,Mag 2 Electric,2022-10-15 0:00,10,600
6447,Mag 3 Jam,2022-10-15 0:00,26,600
6448,Mag 3 Electric,2022-10-15 0:00,5,600
6449,Actual Tonnage Produced during shift (tons),2022-10-15 0:00,296.33,600
6450,/Planned Operating Time (min),2022-10-16 0:00,600,600
6451,Coffee Break #1 ,2022-10-16 0:00,15,600
6452,Coffee Break #2 ,2022-10-16 0:00,15,600
6453,Lunch Break ,2022-10-16 0:00,30,600
6454,5S / Routine Cleaning,2022-10-16 0:00,30,600
6455,Safety Training,2022-10-16 0:00,25,600
6456,Startup,2022-10-16 0:00,20,600
6457,Mag 2 Jam,2022-10-16 0:00,14,600
6458,Mag 2 Belt,2022-10-16 0:00,24,600
6459,Mag 2 Electric,2022-10-16 0:00,5,600
6460,Mag 3 Jam,2022-10-16 0:00,21,600
6461,Dirt 2 Conveyor,2022-10-16 0:00,12,600
6462,Primary Conveyor,2022-10-16 0:00,5,600
6463,Actual Tonnage Produced during shift (tons),2022-10-16 0:00,320.8,600
6464,/Planned Operating Time (min),2022-10-19 0:00,600,600
6465,Coffee Break #1 ,2022-10-19 0:00,15,600
6466,Coffee Break #2 ,2022-10-19 0:00,15,600
6467,Lunch Break ,2022-10-19 0:00,30,600
6468,Safety Training,2022-10-19 0:00,15,600
6469,Startup,2022-10-19 0:00,15,600
6470,Waiting on Excavator,2022-10-19 0:00,30,600
6471,Mag 1 Jam,2022-10-19 0:00,40,600
6472,Mag 1 Electric,2022-10-19 0:00,6,600
6473,Mag 2 Electric,2022-10-19 0:00,45,600
6474,Mag 3 Electric,2022-10-19 0:00,10,600
6475,NFC 1 Jam,2022-10-19 0:00,10,600
6476,Actual Tonnage Produced during shift (tons),2022-10-19 0:00,226.24,600
6477,/Planned Operating Time (min),2022-10-20 0:00,600,600
6478,Coffee Break #1 ,2022-10-20 0:00,15,600
6479,Coffee Break #2 ,2022-10-20 0:00,15,600
6480,Lunch Break ,2022-10-20 0:00,30,600
6481,5S / Routine Cleaning,2022-10-20 0:00,30,600
6482,Safety Training,2022-10-20 0:00,15,600
6483,Startup,2022-10-20 0:00,30,600
6484,Hammer Flip,2022-10-20 0:00,75,600
6485,Un-Shreddables,2022-10-20 0:00,5,600
6486,Mag 1 Jam,2022-10-20 0:00,20,600
6487,Mag 2 Electric,2022-10-20 0:00,10,600
6488,Mag 3 Jam,2022-10-20 0:00,14,600
6489,Dirt 2 Jam,2022-10-20 0:00,10,600
6490,NFC 1 Drive Belt,2022-10-20 0:00,5,600
6491,Actual Tonnage Produced during shift (tons),2022-10-20 0:00,223.78,600
6492,/Planned Operating Time (min),2022-10-21 0:00,720,720
6493,Coffee Break #1 ,2022-10-21 0:00,15,720
6494,Coffee Break #2 ,2022-10-21 0:00,15,720
6495,Lunch Break ,2022-10-21 0:00,45,720
6496,Safety Training,2022-10-21 0:00,20,720
6497,Startup,2022-10-21 0:00,11,720
6498,Mill Jam,2022-10-21 0:00,196,720
6499,DC Cooldown,2022-10-21 0:00,20,720
6500,Mag 1 Electric,2022-10-21 0:00,11,720
6501,Mag 2 Electric,2022-10-21 0:00,35,720
6502,Mag 3 Electric,2022-10-21 0:00,6,720
6503,Stacker Belt Jam,2022-10-21 0:00,16,720
6504,Actual Tonnage Produced during shift (tons),2022-10-21 0:00,276.31,720
6505,/Planned Operating Time (min),2022-10-22 0:00,600,600
6506,Coffee Break #1 ,2022-10-22 0:00,15,600
6507,Coffee Break #2 ,2022-10-22 0:00,15,600
6508,Lunch Break ,2022-10-22 0:00,30,600
6509,5S / Routine Cleaning,2022-10-22 0:00,30,600
6510,Safety Training,2022-10-22 0:00,20,600
6511,Startup,2022-10-22 0:00,15,600
6512,Mill Jam,2022-10-22 0:00,125,600
6513,DC Cooldown,2022-10-22 0:00,25,600
6514,Mag 1 Jam,2022-10-22 0:00,7,600
6515,Mag 2 Electric,2022-10-22 0:00,25,600
6516,Mag 3 Jam,2022-10-22 0:00,10,600
6517,Actual Tonnage Produced during shift (tons),2022-10-22 0:00,216.66,600
6518,/Planned Operating Time (min),2022-10-23 0:00,600,600
6519,Coffee Break #1 ,2022-10-23 0:00,15,600
6520,Coffee Break #2 ,2022-10-23 0:00,15,600
6521,Lunch Break ,2022-10-23 0:00,30,600
6522,Safety Training,2022-10-23 0:00,20,600
6523,Startup,2022-10-23 0:00,28,600
6524,DC Cooldown,2022-10-23 0:00,96,600
6525,Transfer Jam,2022-10-23 0:00,13,600
6526,Mag 2 Electric,2022-10-23 0:00,22,600
6527,Mag 3 Jam,2022-10-23 0:00,20,600
6528,Mag 3 Electric,2022-10-23 0:00,5,600
6529,Dirt 1 Jam,2022-10-23 0:00,17,600
6530,Primary Conveyor,2022-10-23 0:00,5,600
6531,Actual Tonnage Produced during shift (tons),2022-10-23 0:00,234.86,600
6532,/Planned Operating Time (min),2022-10-27 0:00,600,600
6533,Coffee Break #1 ,2022-10-27 0:00,15,600
6534,Coffee Break #2 ,2022-10-27 0:00,15,600
6535,Lunch Break ,2022-10-27 0:00,30,600
6536,5S / Routine Cleaning,2022-10-27 0:00,30,600
6537,Safety Training,2022-10-27 0:00,20,600
6538,Startup,2022-10-27 0:00,30,600
6539,DC Cooldown,2022-10-27 0:00,10,600
6540,Mag 2 Electric,2022-10-27 0:00,35,600
6541,Dirt 1 Jam,2022-10-27 0:00,7,600
6542,Actual Tonnage Produced during shift (tons),2022-10-27 0:00,321.16,600
6543,/Planned Operating Time (min),2022-10-28 0:00,720,720
6544,Coffee Break #1 ,2022-10-28 0:00,15,720
6545,Coffee Break #2 ,2022-10-28 0:00,15,720
6546,Lunch Break ,2022-10-28 0:00,45,720
6547,Safety Training,2022-10-28 0:00,20,720
6548,Startup,2022-10-28 0:00,15,720
6549,Waiting on Excavator,2022-10-28 0:00,10,720
6550,Transfer Belt,2022-10-28 0:00,180,720
6551,Mag 1 Jam,2022-10-28 0:00,16,720
6552,Mag 2 Jam,2022-10-28 0:00,20,720
6553,Mag 2 Electric,2022-10-28 0:00,35,720
6554,Mag 3 Jam,2022-10-28 0:00,30,720
6555,NFC 1 Jam,2022-10-28 0:00,5,720
6556,Stacker Belt Jam,2022-10-28 0:00,5,720
6557,Actual Tonnage Produced during shift (tons),2022-10-28 0:00,213.84,720
6558,/Planned Operating Time (min),2022-10-29 0:00,720,720
6559,Coffee Break #1 ,2022-10-29 0:00,15,720
6560,Coffee Break #2 ,2022-10-29 0:00,15,720
6561,Lunch Break ,2022-10-29 0:00,45,720
6562,Safety Training,2022-10-29 0:00,20,720
6563,Startup,2022-10-29 0:00,14,720
6564,Explosion,2022-10-29 0:00,5,720
6565,Feed roll Jam,2022-10-29 0:00,10,720
6566,Shaker Jam,2022-10-29 0:00,20,720
6567,Mag 1 Jam,2022-10-29 0:00,40,720
6568,Mag 2 Jam,2022-10-29 0:00,48,720
6569,Mag 2 Electric,2022-10-29 0:00,20,720
6570,Mag 3 Jam,2022-10-29 0:00,36,720
6571,Mag 3 Electric,2022-10-29 0:00,5,720
6572,Actual Tonnage Produced during shift (tons),2022-10-29 0:00,327.56,720
6573,/Planned Operating Time (min),2022-10-30 0:00,420,420
6574,Coffee Break #1 ,2022-10-30 0:00,15,420
6575,Coffee Break #2 ,2022-10-30 0:00,15,420
6576,Safety Training,2022-10-30 0:00,15,420
6577,Startup,2022-10-30 0:00,15,420
6578,Mag 1 Jam,2022-10-30 0:00,16,420
6579,Mag 2 Jam,2022-10-30 0:00,65,420
6580,Mag 2 Electric,2022-10-30 0:00,20,420
6581,Mag 3 Jam,2022-10-30 0:00,15,420
6582,Mag 3 Electric,2022-10-30 0:00,10,420
6583,NFC 1 Jam,2022-10-30 0:00,5,420
6584,Actual Tonnage Produced during shift (tons),2022-10-30 0:00,204.34,420
6585,/Planned Operating Time (min),2022-11-02 0:00,600,600
6586,Coffee Break #1 ,2022-11-02 0:00,15,600
6587,Coffee Break #2 ,2022-11-02 0:00,15,600
6588,Lunch Break ,2022-11-02 0:00,30,600
6589,Safety Training,2022-11-02 0:00,30,600
6590,Startup,2022-11-02 0:00,15,600
6591,Machine Misc,2022-11-02 0:00,30,600
6592,DC Cooldown,2022-11-02 0:00,58,600
6593,Mag 1 Jam,2022-11-02 0:00,6,600
6594,Mag 2 Jam,2022-11-02 0:00,20,600
6595,Mag 2 Electric,2022-11-02 0:00,15,600
6596,Mag 3 Jam,2022-11-02 0:00,10,600
6597,Mag 3 Electric,2022-11-02 0:00,4,600
6598,Dirt 1 Pullcord,2022-11-02 0:00,2,600
6599,Actual Tonnage Produced during shift (tons),2022-11-02 0:00,252.5,600
6600,/Planned Operating Time (min),2022-11-03 0:00,600,600
6601,Coffee Break #1 ,2022-11-03 0:00,15,600
6602,Coffee Break #2 ,2022-11-03 0:00,15,600
6603,Lunch Break ,2022-11-03 0:00,30,600
6604,5S / Routine Cleaning,2022-11-03 0:00,30,600
6605,Safety Training,2022-11-03 0:00,20,600
6606,Startup,2022-11-03 0:00,16,600
6607,Mill Jam,2022-11-03 0:00,315,600
6608,Mag 1 Jam,2022-11-03 0:00,4,600
6609,Mag 2 Jam,2022-11-03 0:00,10,600
6610,Mag 2 Electric,2022-11-03 0:00,8,600
6611,Mag 3 Jam,2022-11-03 0:00,5,600
6612,Actual Tonnage Produced during shift (tons),2022-11-03 0:00,100.92,600
6613,/Planned Operating Time (min),2022-11-04 0:00,600,600
6614,Coffee Break #1 ,2022-11-04 0:00,15,600
6615,Coffee Break #2 ,2022-11-04 0:00,15,600
6616,Lunch Break ,2022-11-04 0:00,30,600
6617,5S / Routine Cleaning,2022-11-04 0:00,30,600
6618,Safety Training,2022-11-04 0:00,20,600
6619,Startup,2022-11-04 0:00,17,600
6620,Machine Misc,2022-11-04 0:00,30,600
6621,Feed roll Jam,2022-11-04 0:00,30,600
6622,Mag 1 Jam,2022-11-04 0:00,5,600
6623,Mag 2 Jam,2022-11-04 0:00,11,600
6624,Mag 2 Electric,2022-11-04 0:00,10,600
6625,Mag 3 Jam,2022-11-04 0:00,6,600
6626,Mag 3 Electric,2022-11-04 0:00,9,600
6627,Actual Tonnage Produced during shift (tons),2022-11-04 0:00,222,600
6628,/Planned Operating Time (min),2022-11-06 0:00,600,600
6629,Coffee Break #1 ,2022-11-06 0:00,15,600
6630,Coffee Break #2 ,2022-11-06 0:00,15,600
6631,Lunch Break ,2022-11-06 0:00,30,600
6632,5S / Routine Cleaning,2022-11-06 0:00,30,600
