DowntimeID,Production_Date,Location,Downtime_Category,ProcessArea,Downtime,Downtime_Duration
9866,2022-03-31 0:00,Plant B,Schedule Exception,UnControllables,Explosion,9
9867,2022-03-31 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Jam,40
9868,2022-03-31 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Overheat,7
9869,2022-03-31 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,32
9870,2022-03-31 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,4
9871,2022-03-31 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,18
9872,2022-03-31 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,12
9873,2022-04-01 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9874,2022-04-01 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9875,2022-04-01 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,10
9876,2022-04-01 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,16
9877,2022-04-01 0:00,Plant B,Planned Downtime,Planned,Startup,10
9878,2022-04-01 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,5
9879,2022-04-01 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Electric,3
9880,2022-04-01 0:00,Plant B,Unplanned Downtime,Mills,Stacker Belt Jam,8
9881,2022-04-02 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9882,2022-04-02 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9883,2022-04-02 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,10
9884,2022-04-02 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
9885,2022-04-02 0:00,Plant B,Planned Downtime,Planned,Startup,10
9886,2022-04-02 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,47
9887,2022-04-02 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,16
9888,2022-04-02 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,40
9889,2022-04-03 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9890,2022-04-03 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9891,2022-04-03 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9892,2022-04-03 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,11
9893,2022-04-03 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,29
9894,2022-04-03 0:00,Plant B,Planned Downtime,Planned,Safety Training,10
9895,2022-04-03 0:00,Plant B,Planned Downtime,Planned,Startup,11
9896,2022-04-03 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,15
9897,2022-04-03 0:00,Plant B,Unplanned Downtime,Mills,Mill Jam,15
9898,2022-04-03 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,55
9899,2022-04-03 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,18
9900,2022-04-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,50
9901,2022-04-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Belt,25
9902,2022-04-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,11
9903,2022-04-03 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,5
9904,2022-04-03 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Pullcord,5
9905,2022-04-03 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,2
9906,2022-04-03 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 2 Jam,2
9907,2022-04-03 0:00,Plant B,Unplanned Downtime,Mills,Stacker Belt Jam,15
9908,2022-04-04 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9909,2022-04-04 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9910,2022-04-04 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9911,2022-04-04 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,10
9912,2022-04-04 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
9913,2022-04-04 0:00,Plant B,Planned Downtime,Planned,Safety Training,10
9914,2022-04-04 0:00,Plant B,Planned Downtime,Planned,Startup,10
9915,2022-04-04 0:00,Plant B,Planned Downtime,Planned,Delay of planned maintenance,25
9916,2022-04-04 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,61
9917,2022-04-04 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,29
9918,2022-04-04 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,12
9919,2022-04-04 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,34
9920,2022-04-04 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,4
9921,2022-04-04 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Electric,8
9922,2022-04-04 0:00,Plant B,Unplanned Downtime,Mills,Stacker Belt Jam,13
9923,2022-04-05 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9924,2022-04-05 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9925,2022-04-05 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9926,2022-04-05 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,6
9927,2022-04-05 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
9928,2022-04-05 0:00,Plant B,Planned Downtime,Planned,Safety Training,10
9929,2022-04-05 0:00,Plant B,Planned Downtime,Planned,Startup,5
9930,2022-04-05 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,20
9931,2022-04-05 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Pads,16
9932,2022-04-05 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,20
9933,2022-04-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,6
9934,2022-04-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,21
9935,2022-04-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,27
9936,2022-04-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,3
9937,2022-04-05 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,12
9938,2022-04-06 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9939,2022-04-06 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9940,2022-04-06 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9941,2022-04-06 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,15
9942,2022-04-06 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
9943,2022-04-06 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
9944,2022-04-06 0:00,Plant B,Planned Downtime,Planned,Startup,9
9945,2022-04-06 0:00,Plant B,Unplanned Downtime,Others,Other 1 ,19
9946,2022-04-06 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Pads,6
9947,2022-04-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,6
9948,2022-04-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,24
9949,2022-04-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,5
9950,2022-04-06 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,12
9951,2022-04-09 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9952,2022-04-09 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9953,2022-04-09 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9954,2022-04-09 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,10
9955,2022-04-09 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,10
9956,2022-04-09 0:00,Plant B,Planned Downtime,Planned,Safety Training,10
9957,2022-04-09 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,30
9958,2022-04-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,3
9959,2022-04-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,23
9960,2022-04-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,28
9961,2022-04-09 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,13
9962,2022-04-09 0:00,Plant B,Unplanned Downtime,Mills,Stacker Belt Jam,4
9963,2022-04-09 0:00,Plant B,Unplanned Downtime,Conveyors,ECS 1 Feeder Belt,21
9964,2022-04-10 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9965,2022-04-10 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9966,2022-04-10 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9967,2022-04-10 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
9968,2022-04-10 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
9969,2022-04-10 0:00,Plant B,Planned Downtime,Planned,Startup,15
9970,2022-04-10 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,10
9971,2022-04-10 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,26
9972,2022-04-10 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Pads,86
9973,2022-04-10 0:00,Plant B,Unplanned Downtime,Mills,Mill Jam,45
9974,2022-04-10 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Belt,3
9975,2022-04-10 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,39
9976,2022-04-10 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,17
9977,2022-04-11 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9978,2022-04-11 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9979,2022-04-11 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9980,2022-04-11 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,13
9981,2022-04-11 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
9982,2022-04-11 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
9983,2022-04-11 0:00,Plant B,Unplanned Downtime,Mills,Shaker Jam,10
9984,2022-04-11 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,5
9985,2022-04-11 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,17
9986,2022-04-11 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,41
9987,2022-04-11 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,9
9988,2022-04-11 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 3 Belt,5
9989,2022-04-12 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
9990,2022-04-12 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
9991,2022-04-12 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
9992,2022-04-12 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,11
9993,2022-04-12 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
9994,2022-04-12 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
9995,2022-04-12 0:00,Plant B,Planned Downtime,Planned,Startup,11
9996,2022-04-12 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,53
9997,2022-04-12 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,32
9998,2022-04-12 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,8
9999,2022-04-12 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,13
10000,2022-04-12 0:00,Plant B,Unplanned Downtime,Feedroll System,Trommel,5
10001,2022-04-13 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10002,2022-04-13 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10003,2022-04-13 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10004,2022-04-13 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
10005,2022-04-13 0:00,Plant B,Planned Downtime,Planned,Startup,15
10006,2022-04-13 0:00,Plant B,Schedule Exception,UnControllables,Explosion,5
10007,2022-04-13 0:00,Plant B,Schedule Exception,UnControllables,Short Staff,10
10008,2022-04-13 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,42
10009,2022-04-13 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Electric,2
10010,2022-04-13 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 3 Jam,85
10011,2022-04-13 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 3 Pullcord4,6
10012,2022-04-14 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10013,2022-04-14 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10014,2022-04-14 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,15
10015,2022-04-14 0:00,Plant B,Schedule Exception,UnControllables,Explosion,2
10016,2022-04-14 0:00,Plant B,Schedule Exception,UnControllables,Fires,8
10017,2022-04-14 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,15
10018,2022-04-14 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 2 Jam,170
10019,2022-04-16 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10020,2022-04-16 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10021,2022-04-16 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10022,2022-04-16 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,10
10023,2022-04-16 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
10024,2022-04-16 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
10025,2022-04-16 0:00,Plant B,Planned Downtime,Planned,Startup,10
10026,2022-04-16 0:00,Plant B,Schedule Exception,UnControllables,Fires,20
10027,2022-04-16 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,27
10028,2022-04-16 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,10
10029,2022-04-16 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Belt,23
10030,2022-04-16 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,24
10031,2022-04-17 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10032,2022-04-17 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10033,2022-04-17 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,15
10034,2022-04-17 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
10035,2022-04-17 0:00,Plant B,Planned Downtime,Planned,Startup,24
10036,2022-04-17 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,42
10037,2022-04-17 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,5
10038,2022-04-18 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10039,2022-04-18 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10040,2022-04-18 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10041,2022-04-18 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
10042,2022-04-18 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
10043,2022-04-18 0:00,Plant B,Planned Downtime,Planned,Startup,11
10044,2022-04-18 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Machine Misc,2
10045,2022-04-18 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,70
10046,2022-04-18 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,8
10047,2022-04-18 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,38
10048,2022-04-18 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,27
10049,2022-04-18 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,10
10050,2022-04-19 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10051,2022-04-19 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10052,2022-04-19 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10053,2022-04-19 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,8
10054,2022-04-19 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,15
10055,2022-04-19 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
10056,2022-04-19 0:00,Plant B,Planned Downtime,Planned,Startup,8
10057,2022-04-19 0:00,Plant B,Unplanned Downtime,Others,Other 1 ,58
10058,2022-04-19 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,14
10059,2022-04-19 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,15
10060,2022-04-19 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,34
10061,2022-04-19 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,42
10062,2022-04-20 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10063,2022-04-20 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10064,2022-04-20 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10065,2022-04-20 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,7
10066,2022-04-20 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
10067,2022-04-20 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
10068,2022-04-20 0:00,Plant B,Planned Downtime,Planned,Startup,7
10069,2022-04-20 0:00,Plant B,Schedule Exception,UnControllables,Explosion,3
10070,2022-04-20 0:00,Plant B,Unplanned Downtime,Main Motor Engine,Machine Misc,10
10071,2022-04-20 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,42
10072,2022-04-20 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,16
10073,2022-04-20 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,4
10074,2022-04-20 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,7
10075,2022-04-20 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,12
10076,2022-04-20 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,15
10077,2022-04-20 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,4
10078,2022-04-20 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 3 Jam,25
10079,2022-04-22 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10080,2022-04-22 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10081,2022-04-22 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10082,2022-04-22 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,10
10083,2022-04-22 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
10084,2022-04-22 0:00,Plant B,Planned Downtime,Planned,Safety Training,15
10085,2022-04-22 0:00,Plant B,Planned Downtime,Planned,Startup,10
10086,2022-04-22 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,15
10087,2022-04-22 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,3
10088,2022-04-22 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,7
10089,2022-04-22 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,49
10090,2022-04-22 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,15
10091,2022-04-22 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,12
10092,2022-04-23 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10093,2022-04-23 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10094,2022-04-23 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10095,2022-04-23 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,7
10096,2022-04-23 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,25
10097,2022-04-23 0:00,Plant B,Planned Downtime,Planned,Safety Training,15
10098,2022-04-23 0:00,Plant B,Planned Downtime,Planned,Startup,8
10099,2022-04-23 0:00,Plant B,Schedule Exception,UnControllables,Fueling Up Grapple,15
10100,2022-04-23 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,7
10101,2022-04-23 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,20
10102,2022-04-23 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,4
10103,2022-04-23 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,24
10104,2022-04-23 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 3 Jam,83
10105,2022-04-23 0:00,Plant B,Unplanned Downtime,Mills,Stacker Belt Jam,2
10106,2022-04-24 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10107,2022-04-24 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10108,2022-04-24 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10109,2022-04-24 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,10
10110,2022-04-24 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
10111,2022-04-24 0:00,Plant B,Planned Downtime,Planned,Safety Training,10
10112,2022-04-24 0:00,Plant B,Planned Downtime,Planned,Startup,10
10113,2022-04-24 0:00,Plant B,Unplanned Downtime,Conveyors,Transfer Tail Pully,19
10114,2022-04-24 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,6
10115,2022-04-24 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,27
10116,2022-04-24 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,5
10117,2022-04-24 0:00,Plant B,Unplanned Downtime,Feedroll System,Trommel,6
10118,2022-04-24 0:00,Plant B,Unplanned Downtime,Conveyors,ECS 2 Shaker Belt ,10
10119,2022-04-25 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10120,2022-04-25 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10121,2022-04-25 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10122,2022-04-25 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,7
10123,2022-04-25 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,15
10124,2022-04-25 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
10125,2022-04-25 0:00,Plant B,Planned Downtime,Planned,Startup,7
10126,2022-04-25 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,27
10127,2022-04-25 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Belt,10
10128,2022-04-25 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,17
10129,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,Transfer Jam,10
10130,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,Head Pully,8
10131,2022-04-25 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,5
10132,2022-04-25 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,45
10133,2022-04-25 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,14
10134,2022-04-25 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,5
10135,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,5
10136,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 2 Pullcord,3
10137,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,Primary Head,10
10138,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,East Conveyor,15
10139,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 1 Jam,14
10140,2022-04-25 0:00,Plant B,Unplanned Downtime,Conveyors,NFC 3 Jam,48
10141,2022-04-26 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10142,2022-04-26 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10143,2022-04-26 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10144,2022-04-26 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,7
10145,2022-04-26 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,30
10146,2022-04-26 0:00,Plant B,Planned Downtime,Planned,Safety Training,15
10147,2022-04-26 0:00,Plant B,Planned Downtime,Planned,Startup,8
10148,2022-04-26 0:00,Plant B,Unplanned Downtime,Feedroll System,Infeed Jam,11
10149,2022-04-26 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,20
10150,2022-04-26 0:00,Plant B,Unplanned Downtime,Cyclone,Z Box Jam,27
10151,2022-04-26 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Jam,17
10152,2022-04-26 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,11
10153,2022-04-26 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,26
10154,2022-04-26 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 1 Jam,11
10155,2022-04-27 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10156,2022-04-27 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10157,2022-04-27 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10158,2022-04-27 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,15
10159,2022-04-27 0:00,Plant B,Planned Downtime,Planned,5S / Routine Cleaning,20
10160,2022-04-27 0:00,Plant B,Planned Downtime,Planned,Safety Training,20
10161,2022-04-27 0:00,Plant B,Planned Downtime,Planned,Startup,10
10162,2022-04-27 0:00,Plant B,Unplanned Downtime,Feedroll System,Feed roll Tripped,16
10163,2022-04-27 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Cooldown,15
10164,2022-04-27 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,5
10165,2022-04-27 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Electric,9
10166,2022-04-27 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,7
10167,2022-04-27 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Electric,9
10168,2022-04-27 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 2 Jam,35
10169,2022-04-27 0:00,Plant B,Unplanned Downtime,Conveyors,Dirt 3 Pullcord,4
10170,2022-04-27 0:00,Plant B,Unplanned Downtime,Conveyors,Primary Conveyor,12
10171,2022-04-30 0:00,Plant B,Planned Downtime,Planned,Coffee Break #1 ,15
10172,2022-04-30 0:00,Plant B,Planned Downtime,Planned,Coffee Break #2 ,15
10173,2022-04-30 0:00,Plant B,Planned Downtime,Planned,Lunch Break ,30
10174,2022-04-30 0:00,Plant B,Planned Downtime,Planned,Pre-shift Inspection,8
10175,2022-04-30 0:00,Plant B,Planned Downtime,Planned,Safety Training,15
10176,2022-04-30 0:00,Plant B,Schedule Exception,UnControllables,Equipment Service,50
10177,2022-04-30 0:00,Plant B,Unplanned Downtime,Mills,Mill Jam,154
10178,2022-04-30 0:00,Plant B,Unplanned Downtime,Main Motor Engine,DC Overheat,30
10179,2022-04-30 0:00,Plant B,Unplanned Downtime,Magnet,Mag 1 Electric,10
10180,2022-04-30 0:00,Plant B,Unplanned Downtime,Magnet,Mag 2 Jam,6
10181,2022-04-30 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Jam,9
10182,2022-04-30 0:00,Plant B,Unplanned Downtime,Magnet,Mag 3 Electric,13
